reviewText,Sentiment
This shoes is disappointing. The screen is subpar.,Negative
This book is awesome. The comfort is fantastic.,Negative
This headphones is awesome. The performance is subpar.,Negative
This headphones has potential but is reliable.,Critical
Would be better if the headphones's design was improved.,Critical
The phone is okay. screen is poor.,Neutral
Fast delivery and the laptop's battery life is high.,Positive
Highly recommend this vacuum. subpar comfort!,Positive
Fast delivery and the printer's durability is poor.,Positive
The mouse came with poor packaging!,Friendly
"The vacuum's design is nice, and the seller was flimsy.",Friendly
Fast delivery and the cookware's battery life is fantastic.,Positive
Fast delivery and the laptop's durability is poor.,Positive
The jacket is okay but could improve design.,Critical
This jacket is awesome. The sound is excellent.,Negative
Needs better usability for this jacket.,Critical
The camera is okay. durability is terrible.,Neutral
The backpack is okay. battery life is fantastic.,Neutral
The earbuds is okay. usability is terrible.,Neutral
Highly recommend this watch. subpar battery life!,Positive
This laptop is awesome! The durability is terrible.,Positive
This speaker is disappointing! The usability is terrible.,Positive
Fast delivery and the backpack's comfort is decent.,Positive
"Super awesome seller, great experience with this mouse!",Friendly
This phone is reliable! The screen is high.,Positive
The printer is okay. sound is poor.,Neutral
"Super average seller, great experience with this jacket!",Friendly
"Does the job, but nothing special about this headphones.",Neutral
The laptop is okay. sound is subpar.,Neutral
The cookware is okay. screen is high.,Neutral
The watch is okay but could improve design.,Critical
Horrible customer service with this speaker.,Negative
"The keyboard's battery life is nice, and the seller was wonderful.",Friendly
"The TV's usability is nice, and the seller was wonderful.",Friendly
The earbuds is okay. usability is fantastic.,Neutral
Would be better if the speaker's sound was improved.,Critical
This backpack is flimsy. The usability is excellent.,Negative
Not worth the money. durability is fantastic.,Negative
Fast delivery and the tablet's design is subpar.,Positive
The backpack came with terrible packaging!,Friendly
Highly recommend this laptop. terrible usability!,Positive
The TV came with excellent packaging!,Friendly
The headphones is okay. durability is decent.,Neutral
Fast delivery and the keyboard's design is high.,Positive
Fast delivery and the laptop's design is amazing.,Positive
Best jacket I've ever bought. Super flimsy.,Positive
Highly recommend this backpack. decent sound!,Positive
Highly recommend this laptop. fantastic sound!,Positive
This watch is awesome. The durability is terrible.,Negative
Not worth the money. design is terrible.,Negative
"It's fine for the price, durability is excellent.",Neutral
"The book's sound is nice, and the seller was frustrating.",Friendly
Needs better sound for this smartwatch.,Critical
This headphones is great. The screen is fantastic.,Negative
Fast delivery and the tablet's durability is excellent.,Positive
The TV is okay. usability is subpar.,Neutral
The laptop is okay. screen is amazing.,Neutral
The keyboard came with high packaging!,Friendly
"The smartwatch's screen is nice, and the seller was wonderful.",Friendly
Needs better comfort for this tablet.,Critical
Not worth the money. usability is subpar.,Negative
Absolutely love my new TV. Works perfectly!,Positive
"The printer's usability is nice, and the seller was average.",Friendly
"The keyboard's comfort is nice, and the seller was average.",Friendly
Highly recommend this phone. subpar usability!,Positive
Fast delivery and the cookware's design is subpar.,Positive
"The cookware's usability is nice, and the seller was reliable.",Friendly
Really disappointed with this smartwatch. Broke after a week.,Negative
This laptop is flimsy! The screen is fantastic.,Positive
"The book's usability is nice, and the seller was flimsy.",Friendly
Highly recommend this TV. fantastic durability!,Positive
"The headphones's design is nice, and the seller was frustrating.",Friendly
This laptop is reliable. The battery life is excellent.,Negative
This vacuum is average. The comfort is subpar.,Negative
The book came with amazing packaging!,Friendly
The monitor is okay but could improve battery life.,Critical
This speaker is great. The screen is high.,Negative
Needs better battery life for this speaker.,Critical
Terrible book. Stopped working quickly.,Negative
Would be better if the tablet's battery life was improved.,Critical
This shoes is great. The design is fantastic.,Negative
Fast delivery and the jacket's durability is poor.,Positive
The speaker is okay. comfort is decent.,Neutral
The printer is okay. battery life is decent.,Neutral
"The printer's battery life is nice, and the seller was disappointing.",Friendly
Fast delivery and the shoes's usability is high.,Positive
Not worth the money. battery life is subpar.,Negative
The mouse is okay. comfort is excellent.,Neutral
Best vacuum I've ever bought. Super reliable.,Positive
"The jacket's design is nice, and the seller was great.",Friendly
Fast delivery and the cookware's performance is excellent.,Positive
This earbuds is flimsy. The sound is decent.,Negative
"It's fine for the price, durability is fantastic.",Neutral
Needs better comfort for this jacket.,Critical
This mouse is average. The battery life is amazing.,Negative
This shoes is average. The battery life is fantastic.,Negative
This shoes is wonderful! The battery life is decent.,Positive
Fast delivery and the mouse's performance is high.,Positive
The phone came with amazing packaging!,Friendly
"The earbuds's comfort is nice, and the seller was frustrating.",Friendly
This speaker is frustrating. The screen is decent.,Negative
The TV is okay. design is high.,Neutral
"Super awesome seller, great experience with this backpack!",Friendly
This TV is frustrating. The durability is fantastic.,Negative
Highly recommend this jacket. high comfort!,Positive
"The backpack's battery life is nice, and the seller was awesome.",Friendly
This laptop is reliable! The comfort is amazing.,Positive
The mouse is okay. usability is fantastic.,Neutral
"It's fine for the price, usability is amazing.",Neutral
Not worth the money. design is amazing.,Negative
Would be better if the vacuum's comfort was improved.,Critical
The printer came with poor packaging!,Friendly
This jacket is flimsy! The screen is poor.,Positive
"The phone's screen is nice, and the seller was reliable.",Friendly
The smartwatch is okay. comfort is decent.,Neutral
Thanks for the fast shipping on this laptop!,Friendly
Needs better durability for this TV.,Critical
Highly recommend this vacuum. fantastic usability!,Positive
"The headphones's design is nice, and the seller was average.",Friendly
This jacket has potential but is disappointing.,Critical
Fast delivery and the TV's screen is decent.,Positive
Highly recommend this monitor. amazing comfort!,Positive
Best backpack I've ever bought. Super reliable.,Positive
"The phone's design is nice, and the seller was average.",Friendly
Fast delivery and the earbuds's performance is fantastic.,Positive
